track_name,artist_name,artist_count,streams,days_released,is_ranked,chart_rank,inverse_rank,num_playlists,is_minor,bpm,danceability,valence,energy,acousticness,instrumentalness,liveness,speechiness
"Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long)","Kodak Black, NLE Choppa, Muni Long, JVKE, Jimin",5,133753727,344,1,14,0.07142857142857142,577,1,74,0.53,0.24,0.67,0.11,0.0,0.1,0.28
LALA,Myke Towers,1,133716286,383,1,48,0.020833333333333332,1474,0,92,0.71,0.61,0.74,0.07,0.0,0.1,0.04
This Love (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,1,132171975,704,0,0,0.0,1492,0,144,0.47,0.07,0.5,0.32,0.0,0.07,0.04
die first,Nessa Barrett,1,131746175,655,0,0,0.0,767,1,183,0.44,0.44,0.67,0.07,0.0,0.12,0.13
Take My Breath,The Weeknd,1,130655803,977,0,0,0.0,2597,1,121,0.7,0.35,0.77,0.01,0.0,0.26,0.04
Layla,"Schï¿½ï¿½rze, DJ R",2,130419412,747,1,3,0.3333333333333333,832,1,140,0.44,0.41,0.92,0.0,0.0,0.44,0.07
Baile no Morro,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",3,129314708,669,1,2,0.5,685,1,130,0.71,0.78,0.4,0.46,0.0,0.07,0.45
Say Yes To Heaven,Lana Del Rey,1,127567540,389,1,46,0.021739130434782608,2000,1,100,0.49,0.17,0.35,0.71,0.09,0.11,0.03
Dance The Night (From Barbie The Album),Dua Lipa,1,127408954,320,1,101,0.009900990099009901,2988,1,110,0.67,0.78,0.85,0.02,0.0,0.33,0.05
Father Time (feat. Sampha),"Kendrick Lamar, Sampha",2,127309180,697,0,0,0.0,3107,1,153,0.55,0.5,0.78,0.19,0.0,0.11,0.35
Deck The Hall - Remastered 1999,Nat King Cole,1,127027715,23840,0,0,0.0,3299,1,107,0.69,0.96,0.36,0.81,0.0,0.08,0.04
Las Morras,"BLESSD, Peso Pluma",2,127026613,371,1,8,0.125,291,1,133,0.78,0.9,0.84,0.31,0.0,0.07,0.04
Soy El Unico,Yahritza Y Su Esencia,1,126443991,746,0,0,0.0,226,1,84,0.71,0.63,0.45,0.45,0.0,0.11,0.03
Count Me Out,Kendrick Lamar,1,126191104,697,0,0,0.0,2729,0,134,0.78,0.51,0.43,0.69,0.0,0.14,0.09
Thinkinï¿½ï¿½ï¿½ B,Morgan Wallen,1,125917280,403,1,6,0.16666666666666666,604,1,140,0.66,0.43,0.76,0.49,0.0,0.12,0.03
LLYLM,ROSALï¿½,1,124988687,438,0,0,0.0,1838,1,170,0.56,0.56,0.63,0.13,0.0,0.19,0.27
Miserable Man,David Kushner,1,124407432,823,0,0,0.0,788,0,110,0.63,0.31,0.35,0.93,0.0,0.29,0.03
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",4,123473120,634,0,0,0.0,3113,0,126,0.81,0.9,0.73,0.28,0.0,0.29,0.04
Silent Hill,"Kendrick Lamar, Kodak Black",2,123216717,697,0,0,0.0,3028,1,140,0.92,0.78,0.57,0.46,0.0,0.14,0.09
I AM,IVE,1,123132751,365,1,15,0.06666666666666667,366,1,122,0.68,0.38,0.88,0.01,0.0,0.08,0.05
Acrï¿½ï¿½s,Shakira,1,123124076,334,1,29,0.034482758620689655,955,0,144,0.75,0.35,0.48,0.84,0.0,0.1,0.12
Los del Espacio,"Big One, Duki, Lit Killah, Maria Becerra, FMK, Rusherking, Emilia, Tiago pzk",8,123122413,313,1,31,0.03225806451612903,1150,0,120,0.81,0.63,0.68,0.11,0.0,0.11,0.04
"Hey, Mickey!",Baby Tate,1,122763672,2751,0,0,0.0,482,0,135,0.92,0.73,0.51,0.55,0.0,0.15,0.06
"I'm Tired - From ""Euphoria"" An Original HBO Series",Labrinth,1,121913181,795,0,0,0.0,1888,1,71,0.28,0.26,0.2,0.19,0.0,0.3,0.03
Bigger Than The Whole Sky,Taylor Swift,1,121871870,536,0,0,0.0,1180,0,166,0.42,0.07,0.24,0.83,0.01,0.12,0.06
La Loto,"Anitta, Tini, Becky G",3,121189256,643,0,0,0.0,945,0,90,0.85,0.8,0.83,0.1,0.0,0.08,0.11
I Tried to Tell Y'all,"Ugly Dray, Tesla Jnr",2,121077868,704,0,0,0.0,1657,0,96,0.71,0.37,0.52,0.62,0.0,0.11,0.36
Muï¿½ï¿½,"Steve Aoki, Tini, La Joaqui",3,120972253,453,1,6,0.16666666666666666,658,1,90,0.68,0.83,0.71,0.03,0.0,0.31,0.08
"Nobody Like U - From ""Turning Red""","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turning Red), Topher Ngo, Grayson Vill",6,120847157,774,0,0,0.0,918,1,105,0.91,0.73,0.72,0.13,0.0,0.09,0.15
How Do I Make You Love Me?,The Weeknd,1,119238316,823,0,0,0.0,1915,1,121,0.8,0.62,0.51,0.02,0.0,0.09,0.08
Haegeum,Agust D,1,118810253,354,1,12,0.08333333333333333,244,0,85,0.7,0.83,0.84,0.31,0.0,0.47,0.3
Take Two,BTS,1,118482347,305,1,47,0.02127659574468085,674,0,93,0.62,0.57,0.59,0.03,0.0,0.38,0.03
Me Arrepentï¿,"Ak4:20, Cris Mj, Pailita",3,118381354,741,1,2,0.5,273,0,92,0.86,0.91,0.79,0.29,0.0,0.6,0.16
Never Felt So Alone,Labrinth,1,117747907,368,1,3,0.3333333333333333,1730,0,98,0.44,0.36,0.41,0.5,0.0,0.38,0.05
REMIX EXCLUSIVO,Feid,1,117206995,389,1,9,0.1111111111111111,1235,1,87,0.65,0.71,0.56,0.04,0.0,0.15,0.2
Gasoline,The Weeknd,1,116903579,823,0,0,0.0,2297,1,123,0.74,0.35,0.73,0.0,0.0,0.21,0.05
on the street (with J. Cole),"j-hope, J. Cole",2,116599790,403,1,2,0.5,615,1,94,0.68,0.81,0.82,0.53,0.0,0.09,0.13
Dijeron Que No La Iba Lograr,"Fuerza Regida, Chino Pacas",2,116334601,392,1,6,0.16666666666666666,320,1,142,0.7,0.76,0.79,0.26,0.0,0.11,0.07
Tubarï¿½ï¿½o Te,"Dj LK da Escï¿½ï¿½cia, Tchakabum, mc jhenny, M",4,116144341,559,0,0,0.0,1003,1,130,0.89,0.48,0.74,0.3,0.0,0.07,0.36
Popular (with Playboi Carti & Madonna) - The Idol Vol. 1 (Music from the HBO Original Series),"The Weeknd, Madonna, Playboi Carti",3,115364561,312,1,87,0.011494252873563218,1945,0,99,0.85,0.83,0.68,0.07,0.0,0.36,0.2
Poland,Lil Yachty,1,115331792,656,0,0,0.0,1584,1,150,0.7,0.26,0.56,0.14,0.83,0.11,0.05
Niï¿½ï¿½a Bo,"Sean Paul, Feid",2,115010040,354,1,34,0.029411764705882353,1305,0,91,0.82,0.47,0.62,0.1,0.0,0.1,0.15
For Youth,BTS,1,114546317,669,0,0,0.0,327,0,117,0.63,0.29,0.51,0.43,0.0,0.25,0.04
Area Codes,"Kaliii, Kaliii",2,113509496,389,1,13,0.07692307692307693,1197,0,155,0.82,0.51,0.39,0.02,0.0,0.09,0.49
Privileged Rappers,"Drake, 21 Savage",2,112436403,522,0,0,0.0,1007,0,144,0.93,0.62,0.61,0.0,0.0,0.12,0.2
Tï¿½ï¿,"dennis, MC Kevin o Chris",2,111947664,341,1,15,0.06666666666666667,731,0,130,0.86,0.59,0.96,0.5,0.01,0.09,0.05
Love Language,SZA,1,110849052,487,0,0,0.0,1127,1,65,0.71,0.55,0.26,0.85,0.0,0.13,0.08
Raindrops (Insane) [with Travis Scott],"Travis Scott, Metro Boomin",2,110649992,494,0,0,0.0,880,0,112,0.8,0.15,0.54,0.09,0.0,0.38,0.05
Ghost in the Machine (feat. Phoebe Bridgers),"SZA, Phoebe Bridgers",2,110073250,487,0,0,0.0,1634,0,125,0.62,0.59,0.43,0.84,0.03,0.11,0.05
"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)","Swae Lee, A Boogie Wit da Hoodie, Metro Boomin, NAV",4,109276132,312,1,16,0.0625,1051,0,140,0.63,0.22,0.54,0.46,0.0,0.12,0.08
Thinking with My Dick,"Kevin Gates, Juicy J",2,109091573,3920,0,0,0.0,1550,0,81,0.77,0.68,0.7,0.06,0.0,0.17,0.2
Lï¿½ï¿½ï¿,Stromae,1,108809090,821,0,0,0.0,2035,1,88,0.56,0.58,0.55,0.35,0.0,0.23,0.11
El Cielo,"Feid, Myke Towers, Sky Rompiendo",3,107753850,312,1,38,0.02631578947368421,1298,1,106,0.72,0.17,0.64,0.07,0.0,0.1,0.05
Sugar Rush Ride,TOMORROW X TOGETHER,1,107642809,438,0,0,0.0,359,1,125,0.71,0.83,0.89,0.01,0.0,0.17,0.09
City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",3,107255472,788,0,0,0.0,2096,1,147,0.47,0.5,0.8,0.1,0.0,0.32,0.38
Sigue,"Ed Sheeran, J Balvin",2,106933107,9998,0,0,0.0,1370,0,88,0.89,0.59,0.64,0.05,0.0,0.19,0.07
Honest (feat. Don Toliver),"Justin Bieber, Don Toliver",2,106919680,711,0,0,0.0,1351,1,150,0.82,0.82,0.66,0.13,0.0,0.11,0.06
Broke Boys,"Drake, 21 Savage",2,106249219,522,0,0,0.0,1060,0,120,0.64,0.11,0.53,0.01,0.0,0.25,0.27
Private Landing (feat. Justin Bieber & Future),"Don Toliver, Future, Justin Bieber",3,105062254,411,0,0,0.0,1190,1,137,0.84,0.44,0.67,0.08,0.0,0.11,0.06
Princess Diana (with Nicki Minaj),"Nicki Minaj, Ice Spice",2,104992946,361,1,4,0.25,1444,0,148,0.9,0.74,0.68,0.14,0.0,0.1,0.19
I'm Not Here To Make Friends,"Sam Smith, Calvin Harris, Jessie Reyez",3,103787664,438,0,0,0.0,1890,0,115,0.7,0.84,0.9,0.17,0.0,0.41,0.06
Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe,sped up 8282,1,103762518,9960,1,2,0.5,472,0,144,0.74,0.75,0.73,0.42,0.0,0.09,0.04
Right On,Lil Baby,1,101780047,732,0,0,0.0,1116,0,166,0.7,0.22,0.61,0.02,0.0,0.1,0.34
Best Friends,The Weeknd,1,101114984,823,0,0,0.0,1292,1,87,0.49,0.49,0.59,0.44,0.0,0.35,0.21
"Arcï¿½ï¿½ngel: Bzrp Music Sessions, Vol","Arcangel, Bizarrap",2,100409613,384,1,3,0.3333333333333333,654,1,124,0.72,0.79,0.78,0.55,0.0,0.15,0.3
Seek & Destroy,SZA,1,98709329,487,0,0,0.0,1007,0,152,0.65,0.35,0.65,0.44,0.18,0.21,0.07
"Come Back Home - From ""Purple Hearts""",Sofia Carson,1,97610446,637,0,0,0.0,367,0,145,0.56,0.43,0.53,0.24,0.0,0.12,0.04
Queencard,(G)I-DLE,1,96273746,330,1,33,0.030303030303030304,451,1,130,0.82,0.69,0.83,0.03,0.0,0.27,0.05
Double Fantasy (with Future),"The Weeknd, Future",2,96180277,354,0,0,0.0,1169,1,119,0.6,0.1,0.57,0.01,0.0,0.5,0.03
Alone,Burna Boy,1,96007391,522,1,2,0.5,782,1,90,0.61,0.32,0.67,0.15,0.0,0.11,0.05
People Pt.2 (feat. IU),"IU, Agust D",2,95816024,368,1,4,0.25,209,1,89,0.73,0.44,0.57,0.39,0.0,0.32,0.06
Everything I Love,Morgan Wallen,1,95623148,434,0,0,0.0,579,0,104,0.56,0.72,0.85,0.0,0.0,0.15,0.03
fukumean,Gunna,1,95217315,330,1,83,0.012048192771084338,1096,1,130,0.85,0.22,0.62,0.12,0.0,0.28,0.09
What It Is (Solo Version),Doechii,1,95131998,389,1,25,0.04,804,1,172,0.74,0.76,0.76,0.06,0.0,0.1,0.09
Bye,Peso Pluma,1,95053634,319,1,14,0.07142857142857142,324,0,122,0.78,0.7,0.81,0.57,0.0,0.1,0.05
"Residente: Bzrp Music Sessions, Vol. 49","Residente, Bizarrap",2,94616487,768,0,0,0.0,461,1,71,0.59,0.7,0.74,0.56,0.0,0.11,0.4
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)","A$AP Rocky, Metro Boomin, Roisee",3,94186466,312,1,16,0.0625,727,1,90,0.6,0.13,0.53,0.04,0.0,0.21,0.04
Used (feat. Don Toliver),"SZA, Don Toliver",2,94005786,488,0,0,0.0,1042,1,150,0.73,0.71,0.69,0.53,0.0,0.32,0.09
Sem Alianï¿½ï¿½a no ,"MC Xenon, Os Gemeos da Putaria",2,93587665,473,1,4,0.25,454,0,83,0.53,0.4,0.36,0.73,0.0,0.11,0.33
PERO Tï¿,"Karol G, Quevedo",2,93438910,411,1,11,0.09090909090909091,387,0,140,0.86,0.68,0.79,0.39,0.0,0.11,0.29
BackOutsideBoyz,Drake,1,93367537,522,0,0,0.0,1045,1,142,0.85,0.4,0.43,0.04,0.0,0.39,0.32
UNFORGIVEN (feat. Nile Rodgers),"Nile Rodgers, LE SSERAFIM",2,92035115,344,1,13,0.07692307692307693,327,1,104,0.8,0.38,0.88,0.11,0.0,0.11,0.05
So Good,Halsey,1,91781263,670,0,0,0.0,1057,1,83,0.63,0.29,0.62,0.04,0.0,0.18,0.04
I Heard You're Married (feat. Lil Wayne),"The Weeknd, Lil Wayne",2,91656026,823,0,0,0.0,1178,0,110,0.75,0.85,0.84,0.1,0.0,0.31,0.19
My Mind & Me,Selena Gomez,1,91473363,523,0,0,0.0,953,0,144,0.6,0.24,0.39,0.57,0.0,0.08,0.03
Super,SEVENTEEN,1,91221625,351,1,12,0.08333333333333333,271,0,137,0.77,0.35,0.88,0.16,0.0,0.17,0.09
VAGABUNDO,"Sebastian Yatra, Manuel Turizo, Beï¿½ï",3,90839753,333,1,34,0.029411764705882353,1094,1,127,0.82,0.89,0.85,0.04,0.0,0.23,0.06
Agudo Mï¿½ï¿½gi,"Styrx, utku INC, Thezth",3,90598517,34432,0,0,0.0,323,1,130,0.65,0.49,0.8,0.22,0.04,0.07,0.05
Rosa Pastel,"Jasiel Nuï¿½ï¿½ez, Peso P",2,90025258,432,1,4,0.25,200,1,123,0.7,0.86,0.68,0.24,0.0,0.11,0.04
Abcdario,"Junior H, Eden Muï¿½ï",2,89933133,332,1,5,0.2,262,0,129,0.7,0.42,0.43,0.78,0.0,0.11,0.03
Chance,Paulo Londra,1,89566512,734,0,0,0.0,225,1,138,0.72,0.22,0.46,0.24,0.0,0.09,0.06
Ainï¿½ï¿½ï¿½t Tha,Morgan Wallen,1,88791109,403,1,4,0.25,356,1,121,0.64,0.67,0.8,0.0,0.0,0.36,0.03
"Here We Goï¿½ï¿½ï¿½ Again (feat. Tyler, the Cr","The Weeknd, Tyler, The Creator",3,88103848,823,0,0,0.0,1420,0,135,0.41,0.27,0.64,0.36,0.0,0.6,0.03
Special,SZA,1,88092256,487,0,0,0.0,906,0,76,0.6,0.19,0.2,0.78,0.0,0.11,0.05
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)","Swae Lee, Lil Wayne, Offset, Metro Boomin",4,86773632,312,1,4,0.25,551,1,146,0.61,0.2,0.48,0.21,0.0,0.12,0.06
LADY GAGA,"Gabito Ballesteros, Junior H, Peso Pluma",3,86444842,292,1,26,0.038461538461538464,332,1,140,0.65,0.87,0.74,0.22,0.0,0.42,0.04
Savior,"Kendrick Lamar, Sam Dew, Baby Keem",3,86176890,697,0,0,0.0,2291,0,123,0.61,0.66,0.71,0.53,0.0,0.32,0.46
Hot Shit (feat. Ye & Lil Durk),"Kanye West, Lil Durk, Cardi B",3,85924992,648,0,0,0.0,1601,0,157,0.88,0.52,0.69,0.0,0.0,0.08,0.23
California Breeze,Lil Baby,1,85559365,543,0,0,0.0,991,1,162,0.74,0.22,0.67,0.0,0.0,0.11,0.46
Bye Bye,"Marshmello, Juice WRLD",2,84697729,543,0,0,0.0,766,1,83,0.65,0.24,0.53,0.06,0.0,0.51,0.04
I Wrote The Book,Morgan Wallen,1,83021468,434,0,0,0.0,430,0,144,0.68,0.83,0.81,0.09,0.0,0.08,0.04
Red Ruby Da Sleeze,Nicki Minaj,1,81419389,403,0,0,0.0,1168,0,98,0.7,0.29,0.73,0.12,0.0,0.11,0.26
Do We Have A Problem?,"Nicki Minaj, Lil Baby",2,81350745,795,0,0,0.0,1064,1,120,0.84,0.54,0.51,0.47,0.0,0.12,0.4
Novo Balanï¿½,"Veigh, Bvga Beatz, Supernova Ent, Prod Malax",4,81102253,326,1,7,0.14285714285714285,283,1,124,0.84,0.65,0.5,0.67,0.0,0.13,0.06
DOGTOOTH,"Tyler, The Creator",2,80758350,379,0,0,0.0,1479,0,78,0.71,0.8,0.65,0.51,0.0,0.22,0.32
Born Singer,BTS,1,79095270,669,0,0,0.0,279,1,158,0.6,0.68,0.84,0.04,0.0,0.24,0.11
Rumble,"Skrillex, Flowdan, Fred again..",3,78489819,813,0,0,0.0,2849,1,140,0.81,0.06,0.84,0.05,0.23,0.06,0.06
SABOR FRESA,Fuerza Regida,1,78300654,292,1,26,0.038461538461538464,250,1,130,0.79,0.96,0.86,0.09,0.0,0.09,0.09
On Time (with John Legend),"John Legend, Metro Boomin",2,78139948,494,0,0,0.0,398,1,80,0.33,0.51,0.59,0.76,0.0,0.44,0.06
I Know - PR1SVX Edit,"Kanii, PR1ISVX",2,77377503,382,0,0,0.0,407,1,134,0.67,0.11,0.76,0.08,0.47,0.3,0.07
Blessed-Cursed,ENHYPEN,1,77337771,820,0,0,0.0,246,1,127,0.6,0.4,0.89,0.09,0.0,0.6,0.06
Primera Cita,Carin Leon,1,77309611,720,1,27,0.037037037037037035,266,0,158,0.54,0.5,0.4,0.61,0.0,0.1,0.06
Conexï¿½ï¿½es de Mï¿½ï¿½fia (feat. Rich ,"Rich The Kid, Matuï¿",2,77233241,345,1,4,0.25,385,1,117,0.77,0.69,0.58,0.39,0.0,0.26,0.05
Shoong! (feat. LISA of BLACKPINK),"TAEYANG, Lisa",2,76910644,350,1,9,0.1111111111111111,351,1,110,0.76,0.26,0.7,0.01,0.0,0.41,0.06
Purple Hearts,"Kendrick Lamar, Ghostface Killah, Summer Walker",3,76831876,697,0,0,0.0,2308,1,138,0.57,0.71,0.82,0.19,0.0,0.15,0.29
Bite Me,ENHYPEN,1,76767396,323,1,69,0.014492753623188406,349,0,105,0.8,0.69,0.78,0.28,0.0,0.11,0.14
psychofreak (feat. WILLOW),"Camila Cabello, Willow",2,75476209,733,0,0,0.0,918,1,180,0.63,0.45,0.64,0.34,0.0,0.09,0.08
Starry Eyes,The Weeknd,1,74601456,823,0,0,0.0,1014,1,86,0.28,0.13,0.41,0.5,0.0,0.19,0.03
SOS,SZA,1,73981293,487,0,0,0.0,827,1,119,0.51,0.51,0.66,0.67,0.0,0.09,0.23
A Veces (feat. Feid),"Feid, Paulo Londra",2,73513683,523,0,0,0.0,573,0,92,0.8,0.81,0.67,0.04,0.0,0.08,0.06
Cartï¿½ï¿½o B,"MC Caverinha, KayBlack",2,71573339,334,1,4,0.25,269,1,108,0.84,0.55,0.47,0.26,0.0,0.2,0.64
The Heart Part 5,Kendrick Lamar,1,71423324,702,0,0,0.0,2939,1,98,0.76,0.79,0.81,0.18,0.0,0.06,0.34
Con La Brisa,"Ludwig Goransson, Foudeqush",2,71095708,522,0,0,0.0,486,1,114,0.62,0.25,0.44,0.51,0.33,0.14,0.03
The Rumbling (TV Size),SiM,1,71014967,820,0,0,0.0,254,0,145,0.41,0.65,0.88,0.0,0.0,0.26,0.05
Obsessed,"Abhijay Sharma, Riar Saab",2,71007139,558,1,6,0.16666666666666666,161,1,135,0.8,0.85,0.74,0.62,0.0,0.08,0.09
Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),"Metro Boomin, Coi Leray",2,70106975,312,1,5,0.2,332,0,120,0.78,0.05,0.3,0.21,0.0,0.13,0.05
Lovezinho,Treyce,1,70069745,621,0,0,0.0,242,1,128,0.82,0.61,0.59,0.3,0.0,0.12,0.04
We Cry Together,"Kendrick Lamar, Taylour Paige",2,68895644,697,0,0,0.0,1635,0,108,0.65,0.52,0.69,0.31,0.0,0.08,0.36
Hits Different,Taylor Swift,1,68616963,319,0,0,0.0,547,0,106,0.67,0.24,0.78,0.15,0.0,0.3,0.04
Peaches (from The Super Mario Bros. Movie),Jack Black,1,68216992,368,0,0,0.0,34,1,92,0.71,0.41,0.31,0.79,0.0,0.1,0.05
F2F,SZA,1,67540165,487,0,0,0.0,989,0,90,0.53,0.47,0.74,0.09,0.0,0.34,0.04
VOID,Melanie Martinez,1,67070410,377,0,0,0.0,596,0,100,0.72,0.42,0.66,0.18,0.04,0.19,0.04
"Rauw Alejandro: Bzrp Music Sessions, Vol. 56","Rauw Alejandro, Bizarrap",2,66902503,293,1,32,0.03125,871,0,128,0.78,0.59,0.65,0.1,0.0,0.26,0.05
SloMo,Chanel,1,65719930,837,0,0,0.0,1211,1,105,0.73,0.59,0.81,0.13,0.0,0.09,0.06
S-Class,Stray Kids,1,65496046,312,1,19,0.05263157894736842,290,1,105,0.89,0.67,0.78,0.09,0.0,0.07,0.33
Gone Girl,SZA,1,65362788,487,0,0,0.0,892,0,150,0.43,0.42,0.44,0.57,0.0,0.15,0.06
Barbie World (with Aqua) [From Barbie The Album],"Nicki Minaj, Aqua, Ice Spice",3,65156199,291,1,80,0.0125,1117,0,144,0.77,0.75,0.58,0.52,0.0,0.23,0.25
Gospel (with Eminem),"Eminem, Dr. Dre",2,64787943,795,0,0,0.0,1040,0,117,0.92,0.62,0.86,0.11,0.0,0.24,0.24
Bussin,"Nicki Minaj, Lil Baby",2,64714573,788,0,0,0.0,847,0,140,0.89,0.75,0.7,0.06,0.0,0.13,0.05
"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")","Arijit Singh, Sachin-Jigar, Amitabha Bhattacharya",3,64533040,330,1,6,0.16666666666666666,178,0,100,0.56,0.53,0.55,0.53,0.0,0.12,0.04
Donï¿½ï¿½ï¿½t Break My,The Weeknd,1,63803529,823,0,0,0.0,1184,0,122,0.77,0.25,0.62,0.34,0.0,0.23,0.03
Notice Me,SZA,1,62019074,487,0,0,0.0,819,0,160,0.72,0.78,0.68,0.28,0.0,0.11,0.12
Worldwide Steppers,Kendrick Lamar,1,61739839,697,0,0,0.0,1480,1,72,0.56,0.56,0.47,0.76,0.0,0.08,0.36
MOJABI GHOST,"Tainy, Bad Bunny",2,61245289,285,1,40,0.025,859,1,122,0.81,0.74,0.71,0.14,0.0,0.56,0.04
Mami Chula,"Quevedo, Jhayco",2,61105704,348,1,4,0.25,875,1,120,0.8,0.33,0.7,0.22,0.0,0.09,0.04
thought i was playing,"21 Savage, Gunna",2,60680939,823,0,0,0.0,807,0,148,0.68,0.29,0.73,0.0,0.0,0.07,0.07
Snow On The Beach (feat. More Lana Del Rey),"Lana Del Rey, Taylor Swift",2,60350538,319,1,2,0.5,359,1,110,0.66,0.32,0.4,0.81,0.0,0.11,0.03
Man Made A Bar (feat. Eric Church),"Morgan Wallen, Eric Church",2,58890931,403,0,0,0.0,329,0,148,0.5,0.49,0.76,0.12,0.0,0.12,0.03
Mr. Morale,"Kendrick Lamar, Tanna Leone",2,58687425,697,0,0,0.0,1860,0,174,0.73,0.26,0.54,0.3,0.0,0.34,0.32
SORRY NOT SORRY,"Tyler, The Creator",2,58473276,375,0,0,0.0,709,1,96,0.48,0.5,0.8,0.4,0.0,0.37,0.2
Super Shy,NewJeans,1,58255150,277,1,55,0.01818181818181818,422,1,150,0.78,0.52,0.82,0.18,0.0,0.15,0.07
Columbia,Quevedo,1,58149378,277,1,43,0.023255813953488372,714,0,100,0.67,0.26,0.71,0.37,0.0,0.11,0.04
MONTAGEM - FR PUNK,"Ayparia, unxbected",2,58054811,4311,1,50,0.02,641,0,129,0.63,0.84,0.82,0.7,0.08,0.09,0.07
69,"Nicky Jam, Feid",2,57945987,327,1,22,0.045454545454545456,1134,0,93,0.79,0.58,0.62,0.11,0.0,0.11,0.23
(It Goes Like) Nanana - Edit,Peggy Gou,1,57876440,299,1,59,0.01694915254237288,2259,1,130,0.67,0.96,0.88,0.12,0.19,0.08,0.04
POLARIS - Remix,"Feid, Mora, Saiko, Quevedo",4,57312735,306,1,33,0.030303030303030304,773,1,170,0.62,0.55,0.8,0.15,0.0,0.37,0.07
Smoking on my Ex Pack,SZA,1,57144458,487,0,0,0.0,811,0,81,0.47,0.33,0.68,0.24,0.0,0.22,0.38
AMERICA HAS A PROBLEM (feat. Kendrick Lamar),"Kendrick Lamar, Beyoncï¿",2,57089066,326,0,0,0.0,896,0,126,0.78,0.2,0.7,0.01,0.0,0.16,0.04
Conceited,SZA,1,56870689,487,0,0,0.0,899,0,150,0.79,0.77,0.46,0.05,0.0,0.11,0.07
ýýý98 Braves,Morgan Wallen,1,56533272,403,0,0,0.0,282,0,142,0.49,0.48,0.67,0.1,0.0,0.26,0.03
LUNA,"Junior H, Peso Pluma",2,55842345,292,1,11,0.09090909090909091,201,1,128,0.75,0.79,0.63,0.33,0.0,0.15,0.04
25k jacket (feat. Lil Baby),"Gunna, Lil Baby",2,54937991,823,0,0,0.0,620,1,115,0.9,0.74,0.54,0.16,0.0,0.13,0.28
SPACE MAN,Sam Ryder,1,54682594,777,0,0,0.0,1329,0,80,0.47,0.33,0.83,0.18,0.0,0.1,0.05
BABY HELLO,"Rauw Alejandro, Bizarrap",2,54266102,291,1,35,0.02857142857142857,1004,1,130,0.77,0.84,0.89,0.17,0.0,0.43,0.05
"Tere Vaaste (From ""Zara Hatke Zara Bachke"")","Sachin-Jigar, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya, Varun Jain",5,54225632,323,1,8,0.125,182,1,110,0.76,0.96,0.72,0.32,0.0,0.09,0.04
Lady Mi Amor,Feid,1,53987404,574,0,0,0.0,330,0,93,0.78,0.75,0.62,0.06,0.0,0.15,0.06
Dawn FM,The Weeknd,1,53933526,823,0,0,0.0,811,1,78,0.27,0.1,0.49,0.62,0.0,0.49,0.05
Still Life,BIGBANG,1,53909146,735,0,0,0.0,181,0,118,0.68,0.24,0.58,0.44,0.0,0.06,0.03
Stefania (Kalush Orchestra),KALUSH,1,53729194,761,0,0,0.0,555,0,105,0.83,0.32,0.82,0.14,0.0,0.12,0.04
Mirror,Kendrick Lamar,1,53603447,697,0,0,0.0,1929,1,92,0.66,0.29,0.65,0.23,0.0,0.08,0.07
HAPPY,NF,1,52722996,381,0,0,0.0,660,0,106,0.73,0.22,0.86,0.31,0.0,0.12,0.04
TULUM,"Peso Pluma, Grupo Frontera",2,52294266,286,1,34,0.029411764705882353,266,0,168,0.56,0.63,0.87,0.39,0.0,0.11,0.05
I Can See You (Taylorï¿½ï¿½ï¿½s Version) (From The ,Taylor Swift,1,52135248,277,1,38,0.02631578947368421,516,0,123,0.69,0.82,0.76,0.06,0.0,0.06,0.03
Lilith (feat. SUGA of BTS) (Diablo IV Anthem),"Halsey, Suga",2,51985779,309,1,6,0.16666666666666666,215,1,84,0.43,0.14,0.74,0.01,0.0,0.19,0.08
Far,SZA,1,51641685,487,0,0,0.0,680,0,116,0.61,0.48,0.55,0.67,0.0,0.16,0.08
Mejor Que Yo,"Mambo Kingz, DJ Luian, Anuel Aa",3,50847624,341,1,1,1.0,675,1,178,0.62,0.56,0.66,0.18,0.0,0.12,0.05
Worst Day,Future,1,50746620,788,0,0,0.0,910,0,89,0.65,0.6,0.6,0.11,0.0,0.1,0.4
Too Late,SZA,1,49262961,488,0,0,0.0,714,0,128,0.45,0.35,0.68,0.78,0.0,0.39,0.08
